Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM,Actual_Strat,Pred_Strat,Is_Equal,LAT,LONG,rock_type
480.0,3.5,188.5,0.06,0.69,6.4,62.0,45.19,5.9,175.0,161.0,1.62,65.3,0.91,0.46,2.2,2.9,46.5,-0.02,0.2,0.06,1.0,38.0,-0.1,106.6,13.5,25699.999330000002,6600.0,11600.0,600.0,4100.0,370.0,2250.0,4800.0,110.0,TrJTk,TrJTk,True,54.19039,-123.25588,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,1.700000048,27.5,0.04,0.63,4.8,39.5,27.83,1.5,150.0,291.0,4.01,44.2,3.52,0.64,3.3,5.1,93.5,0.06,0.4,0.08,1.8,12.0,-0.1,76.6,3.5,7099.99979,21500.0,13799.999999999998,300.0,3400.0000000000005,250.0,780.0,12400.0,190.0,TrJTk,TrJTk,True,54.60827,-123.68817,basaltic volcanic rocks
80.0,2.299999952,67.5,-0.02,0.21,3.3,14.5,7.99,0.6,45.0,266.0,2.81,16.1,0.52,0.22,0.4,0.6,75.5,-0.02,0.2,-0.02,0.2,8.0,-0.1,57.6,1.5,1800.0000699999998,22200.000000000004,5699.999999999999,-100.0,3400.0000000000005,310.0,780.0,2000.0,90.0,MTrCc,MTrCc,True,53.79006,-123.55135,basaltic volcanic rocks
350.0,7.099999905,66.5,0.04,0.3,7.6,34.5,92.57,1.7,110.0,166.0,3.57,27.2,0.7,0.36,1.7,1.3,46.5,0.02,0.3,0.1,0.7,22.0,-0.1,26.4,6.5,8600.00014,8000.0,5100.0,500.0,1800.0,300.0,420.0,3600.0,130.0,uTrJNc,uTrJNc,True,53.35923,-122.40603,basaltic volcanic rocks
880.0,6.199999809,62.5,0.16,1.1,8.2,37.0,71.17,5.7,255.0,388.0,3.67,60.5,2.9,0.44,3.2,2.0,72.0,0.02,0.3,0.1,1.9,44.0,-0.1,168.2,16.0,18700.000050000002,10400.0,23900.0,500.0,3900.0,290.0,2230.0,6200.0,100.0,TrJTk,TrJTk,True,54.1621,-123.0722,"mudstone, siltstone, shale fine clastic sedimentary rocks"
240.0,1.399999976,160.0,0.04,0.76,2.6,47.5,28.49,2.8,140.0,91.0,1.28,30.1,4.71,0.44,1.5,0.9,53.5,0.06,-0.1,0.06,0.6,20.0,-0.1,69.4,4.0,9100.000259999999,8600.0,5900.0,400.0,2600.0,240.0,780.0,2200.0,220.0,TrJTk,TrJTk,True,54.64257,-123.70595,basaltic volcanic rocks
440.0,4.099999905,221.0,0.06,1.12,7.0,53.0,36.63,2.9,230.0,357.0,1.28,44.3,5.36,0.48,2.3,1.1,47.5,0.06,0.1,0.1,0.7,38.0,-0.1,120.6,8.5,12999.999520000001,7900.0,9800.0,400.0,3200.0,310.0,1050.0,2400.0,220.0,KTpg,TrJTk,False,54.67067,-123.55857,paragneiss metamorphic rocks
200.0,1.600000024,27.5,-0.02,0.42,4.5,15.0,32.12,0.4,110.0,184.0,3.72,15.5,7.99,0.46,1.4,1.2,56.5,0.02,0.1,0.06,0.6,14.0,-0.1,52.4,1.5,4499.99988,13700.000000000002,5400.0,100.0,1000.0,250.0,560.0,6000.0,40.0,TrJTk,TrJTk,True,55.20835,-124.04437,calc-alkaline volcanic rocks
320.0,5.900000095,250.5,0.08,0.94,12.9,68.0,34.01,4.7,165.0,929.0,0.96,67.0,5.45,0.28,5.9,1.7,44.0,0.04,1.2,0.14,2.1,50.0,0.1,154.8,14.5,21300.00114,7300.0,27100.0,900.0,5699.999999999999,400.0,1750.0,2400.0,190.0,TrJTk,TrJTk,True,54.27469,-122.71547,basaltic volcanic rocks
520.0,6.300000191,264.0,0.12,0.7,13.2,84.0,53.43,4.9,265.0,561.0,2.87,115.3,3.4,0.9,4.4,2.1,60.5,0.06,1.7,0.12,1.2,54.0,-0.1,153.1,13.5,19900.0001,10500.0,24400.0,900.0,5200.0,330.0,1340.0,3400.0000000000005,200.0,uTrJNc,TrJTk,False,53.43833,-122.96535,undivided sedimentary rocks
300.0,30.5,39.0,0.04,0.68,8.8,24.5,34.24,0.9,105.0,509.0,4.82,27.1,2.61,0.84,4.2,3.3,52.0,0.06,0.4,0.1,1.1,30.0,-0.1,109.2,2.5,4000.0000600000003,23800.0,18300.0,200.0,1300.0,290.0,880.0,9600.0,110.0,TrJTk,TrJTk,True,54.87322,-123.20469,"mudstone, siltstone, shale fine clastic sedimentary rocks"
360.0,3.5,165.5,0.08,0.89,7.9,64.0,43.44,3.7,190.0,181.0,1.73,83.8,3.87,0.88,4.9,2.1,45.0,0.06,1.8,0.22,0.9,36.0,-0.1,93.1,6.5,12599.9999,9700.0,13300.0,600.0,4700.0,310.0,880.0,4600.0,100.0,TrJTk,TrJTk,True,54.53895,-123.09294,basaltic volcanic rocks
198.0,7.0,135.5,0.06,0.74,8.8,45.5,35.63,1.9,55.0,168.0,2.63,24.6,5.17,0.5,1.1,0.8,34.0,0.04,0.6,0.1,0.4,36.0,-0.1,209.5,4.0,5899.99974,7000.0,11399.999999999998,400.0,2100.0,370.0,1250.0,3200.0,140.0,TrJTk,TrJTk,True,54.06087,-123.2453,volcaniclastic rocks
200.0,4.199999809,63.0,0.08,0.51,9.3,81.0,40.51,3.0,185.0,525.0,2.76,93.6,7.3,0.48,9.3,2.3,42.5,0.04,1.3,0.12,1.4,40.0,-0.1,87.6,8.0,11799.99948,9700.0,19800.0,600.0,5699.999999999999,300.0,1050.0,5400.0,220.0,TrJTk,TrJTk,True,54.49117,-123.20886,basaltic volcanic rocks
380.0,6.900000095,26.0,0.06,1.11,9.6,57.5,42.74,1.7,130.0,202.0,3.33,54.6,4.51,0.86,5.9,5.1,71.5,0.06,0.5,0.08,1.7,24.0,-0.1,115.5,3.5,6299.99995,22599.999999999996,13200.0,300.0,3900.0,320.0,700.0000000000001,12800.0,190.0,TrJTk,TrJTk,True,55.06867,-123.11723,"mudstone, siltstone, shale fine clastic sedimentary rocks"
160.0,4.599999905,319.0,0.16,0.35,9.3,49.5,40.2,9.6,90.0,209.0,0.26,35.3,17.5,0.42,5.8,0.9,48.5,0.04,1.6,0.18,1.1,80.0,0.3,113.9,13.0,32699.999809999998,5200.0,22500.0,900.0,7000.0,320.0,550.0,1000.0,50.0,TrJTk,TrJTk,True,54.23584,-122.8084,basaltic volcanic rocks
440.0,7.400000095,219.0,0.08,0.44,6.4,51.5,53.14,4.1,90.0,216.0,3.14,55.1,3.81,0.82,1.1,1.9,56.5,0.06,0.1,0.1,1.8,36.0,-0.1,98.8,20.5,17200.00029,6000.0,11900.0,600.0,3100.0,280.0,1910.0,3400.0000000000005,120.0,MTrCc,MTrCc,True,54.13078,-123.83871,"mudstone, siltstone, shale fine clastic sedimentary rocks"
600.0,5.099999905,147.0,0.14,0.97,22.3,56.0,62.19,4.6,185.0,844.0,3.71,76.6,7.11,1.1,5.5,2.3,58.5,0.08,0.9,0.16,1.4,66.0,-0.1,180.4,18.5,17799.99971,8500.0,48099.99999999999,700.0000000000001,3700.0,220.0,4060.0000000000005,4600.0,300.0,TrJTk,CPSm,False,53.60923,-122.91073,volcaniclastic rocks
360.0,3.700000048,162.5,0.06,0.92,7.8,65.0,42.52,3.6,190.0,175.0,1.72,81.8,5.16,0.88,4.7,2.0,45.0,0.04,7.0,0.2,0.9,36.0,-0.1,92.9,6.0,12500.0,9700.0,13200.0,600.0,4700.0,350.00000000000006,890.0,4600.0,90.0,TrJTk,TrJTk,True,54.53895,-123.09294,basaltic volcanic rocks
540.0,6.800000191,536.5,0.12,1.73,20.9,134.5,41.53,5.1,430.0,1467.0,1.8,131.1,9.25,0.54,25.3,2.1,56.5,0.04,7.3,0.24,1.8,84.0,-0.1,182.9,16.0,19700.00029,12100.0,77300.0,700.0000000000001,8200.0,300.0,1500.0,2000.0,300.0,TrJTk,TrJTk,True,54.47699,-123.27206,basaltic volcanic rocks
380.0,4.0,266.5,0.06,0.95,6.4,46.0,35.01,3.8,170.0,309.0,0.93,42.5,2.84,0.42,5.4,1.1,76.5,0.08,0.7,0.12,1.1,32.0,-0.1,70.9,11.0,12599.9999,12200.0,17200.0,500.0,4600.0,310.0,660.0,2400.0,370.0,TrJTk,TrJTk,True,54.61345,-123.63537,basaltic volcanic rocks
280.0,2.599999905,58.5,0.04,0.67,3.1,38.0,30.32,2.0,120.0,455.0,3.33,25.0,3.69,0.62,7.4,2.6,22.0,0.02,2.5,0.1,0.4,48.0,-0.1,109.4,6.0,5500.000120000001,5800.0,93900.0,300.0,1400.0000000000002,360.0,5659.999999999999,7000.0,80.0,TrJTk,TrJTk,True,54.53492,-123.16502,basaltic volcanic rocks
140.0,3.700000048,67.0,0.04,0.29,4.2,39.5,34.93,1.4,170.0,139.0,0.92,22.1,0.94,0.46,2.7,1.8,28.0,-0.02,0.3,0.02,0.3,16.0,-0.1,51.3,4.5,4300.00007,7200.0,4900.0,200.0,1400.0000000000002,290.0,390.0,3000.0,90.0,CPSm,CPSm,True,53.80408,-121.95487,basaltic volcanic rocks
160.0,6.699999809,23.5,0.06,1.08,4.0,21.0,14.06,1.0,40.0,148.0,3.78,13.5,2.58,0.96,4.1,5.0,52.0,0.04,0.4,0.06,1.4,28.0,-0.1,83.6,2.0,3400.0000400000004,18600.0,9200.0,200.0,1400.0000000000002,250.0,670.0,10800.0,100.0,TrJTk,TrJTk,True,55.00649,-123.10519,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,5.5,106.5,0.1,0.46,11.7,63.5,41.3,4.8,100.0,513.0,3.76,46.4,2.9,0.66,5.3,2.1,64.5,0.04,2.8,0.1,1.8,48.0,-0.1,98.0,10.0,16499.99976,12700.0,24000.0,1100.0,5699.999999999999,460.0,970.0,5500.0,410.0,uTrJNc,CPSm,False,53.2775,-122.56526,undivided sedimentary rocks
500.0,3.5,321.0,0.1,0.83,8.2,62.5,41.61,5.3,240.0,215.0,0.94,69.0,3.33,0.36,2.9,1.2,50.0,0.04,0.5,0.14,1.1,42.0,-0.1,88.4,14.0,22100.00038,7600.0,19000.0,800.0,5300.0,320.0,1510.0,2200.0,90.0,TrJTk,TrJTk,True,54.24781,-123.38309,"mudstone, siltstone, shale fine clastic sedimentary rocks"
100.0,4.400000095,167.5,0.1,0.35,10.6,52.0,31.69,5.2,50.0,256.0,0.85,31.0,6.37,0.52,5.8,0.4,38.0,0.06,1.1,0.08,0.5,66.0,-0.1,97.0,12.0,14800.00019,5100.0,24700.000000000004,1100.0,5000.0,460.0,1019.9999999999999,400.0,509.99999999999994,TrJTk,CPSm,False,54.17503,-123.5827,volcaniclastic rocks
260.0,3.200000048,72.5,0.04,0.72,3.7,18.0,27.5,1.0,50.0,287.0,2.84,11.1,3.67,0.2,0.5,2.2,45.5,0.06,-0.1,0.04,1.8,16.0,-0.1,63.8,2.0,5500.000120000001,14400.0,5300.0,200.0,1200.0,250.0,950.0,5000.0,70.0,KTpg,TrJTk,False,55.1475,-123.89328,paragneiss metamorphic rocks
660.0,5.0,232.0,0.04,2.55,5.2,47.0,64.19,2.3,355.0,116.0,2.81,56.0,4.14,0.86,0.8,1.4,38.5,0.04,-0.1,0.12,0.9,30.0,-0.1,102.2,13.0,11299.99995,5900.0,5400.0,400.0,2000.0,310.0,1040.0,3000.0,60.0,KTpg,TrJTk,False,54.6692,-123.47186,paragneiss metamorphic rocks
420.0,4.0,196.0,0.08,0.96,5.8,32.5,38.1,3.3,140.0,564.0,3.66,33.3,3.67,0.54,0.9,1.3,67.5,0.06,0.3,0.1,0.4,46.0,-0.1,151.4,7.0,12100.00038,10600.0,10200.0,400.0,2100.0,300.0,1310.0,4200.0,100.0,TrJTk,TrJTk,True,53.99834,-123.1998,volcaniclastic rocks
300.0,6.0,160.0,0.08,1.03,11.7,55.5,38.05,4.7,125.0,367.0,1.79,62.1,0.93,0.32,4.5,2.5,46.5,-0.02,0.5,0.04,1.4,48.0,-0.1,167.8,11.0,14800.00019,8000.0,20400.0,600.0,5500.0,450.0,1729.9999999999998,4000.0,270.0,TrJTk,TrJTk,True,54.12523,-122.99452,"mudstone, siltstone, shale fine clastic sedimentary rocks"
140.0,17.70000076,32.0,0.04,0.35,2.3,26.0,22.05,0.8,65.0,186.0,9.02,67.7,2.77,3.64,1.1,3.0,49.0,-0.02,0.4,0.04,3.2,10.0,-0.1,48.6,2.0,2500.0,24800.0,8600.0,-100.0,2700.0,660.0,570.0,14200.0,100.0,MTrCc,CPSm,False,53.77141,-123.24901,"limestone, marble, calcareous sedimentary rocks"
400.0,1.600000024,87.5,0.22,3.02,4.5,24.0,21.91,1.8,110.0,150.0,3.98,22.2,1.28,0.2,2.8,5.8,30.0,0.02,4.4,0.2,40.2,16.0,-0.1,64.3,6.0,8600.00014,10300.0,7100.0,400.0,1600.0,250.0,630.0,5200.0,100.0,KTpg,KTpg,True,54.77711,-123.15142,paragneiss metamorphic rocks
420.0,4.599999905,38.0,0.04,1.31,1.8,23.5,21.31,0.7,85.0,62.0,2.37,18.7,13.11,0.78,2.8,8.6,62.5,0.06,0.3,0.04,1.2,8.0,-0.1,94.0,2.5,3199.99993,26000.0,2700.0,200.0,1200.0,270.0,450.0,7400.0,80.0,TrJTk,TrJTk,True,54.98587,-123.11772,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,7.599999905,144.0,0.06,0.49,8.5,48.5,57.46,3.7,115.0,370.0,1.79,16.9,4.61,0.68,2.6,2.0,67.0,0.04,0.2,0.06,1.0,56.0,-0.1,43.7,6.5,14800.00019,13799.999999999998,21200.0,600.0,6700.0,440.0,1050.0,4400.0,210.0,TrJTk,TrJTk,True,55.03304,-124.05348,calc-alkaline volcanic rocks
580.0,6.800000191,123.5,0.1,1.25,10.4,96.5,67.19,4.5,300.0,266.0,2.67,154.6,3.68,1.02,6.8,2.4,70.0,0.04,1.3,0.18,1.6,52.0,-0.1,122.0,9.5,16900.00057,17200.0,21800.0,800.0,7400.0,300.0,840.0,6600.0,140.0,TrJTk,TrJTk,True,54.45198,-123.5071,"mudstone, siltstone, shale fine clastic sedimentary rocks"
240.0,-0.100000001,22.0,0.02,0.5,0.6,8.5,17.03,0.5,40.0,63.0,4.05,8.8,4.67,0.88,0.2,1.3,53.0,0.02,-0.1,0.04,0.5,-2.0,-0.1,75.6,1.0,1599.99996,7300.0,1500.0,200.0,700.0000000000001,270.0,429.99999999999994,5400.0,40.0,KTpg,TrJTk,False,54.69227,-123.51386,paragneiss metamorphic rocks
240.0,16.29999924,58.5,0.04,0.73,8.3,27.0,32.28,1.7,105.0,1031.0,5.11,50.5,9.03,0.52,1.6,1.4,51.5,0.04,0.3,0.06,0.6,28.0,-0.1,72.1,3.5,5799.99983,11800.0,44300.0,300.0,3000.0,370.0,4690.0,6800.000000000001,100.0,LTQCh,TrJTk,False,54.5705,-123.99417,basaltic volcanic rocks
300.0,13.10000038,7.0,0.06,0.73,9.3,66.5,42.92,2.8,170.0,347.0,8.31,86.7,19.39,0.46,8.1,1.8,39.5,0.04,2.2,0.14,1.5,52.0,-0.1,88.0,6.5,9200.00017,9400.0,25900.0,600.0,4800.0,429.99999999999994,930.0,12400.0,360.0,LTQCh,TrJTk,False,54.53003,-123.86478,basaltic volcanic rocks
120.0,18.29999924,207.5,0.06,0.67,8.7,49.0,23.78,3.0,90.0,320.0,5.0,29.1,6.53,0.38,3.0,1.0,61.5,0.04,1.1,0.08,1.3,40.0,-0.1,144.1,7.5,8899.99986,14400.0,20600.0,500.0,3800.0,360.0,950.0,4800.0,200.0,TrJTk,TrJTk,True,53.99808,-123.05545,volcaniclastic rocks
80.0,2.799999952,107.0,0.08,0.24,4.3,111.0,19.9,4.0,65.0,351.0,0.65,20.0,7.17,0.42,6.9,0.7,25.5,-0.02,2.6,0.08,0.8,30.0,-0.1,98.1,11.0,10199.99981,4700.0,17000.0,1000.0,3100.0,450.0,520.0,400.0,400.0,MTrCc,MTrCc,True,53.85639,-123.2856,basaltic volcanic rocks
520.0,3.299999952,117.0,0.06,3.01,3.3,31.5,62.06,2.4,275.0,174.0,4.74,27.8,1.85,0.86,1.2,1.8,66.5,0.04,0.5,0.16,1.0,22.0,-0.1,118.7,8.5,9200.00017,12500.0,7000.0,300.0,1900.0,270.0,1090.0,3200.0,70.0,uTrJNc,CPSm,False,53.4835,-122.84324,volcaniclastic rocks
260.0,5.099999905,180.5,0.06,0.59,7.8,50.0,30.91,3.3,130.0,423.0,1.38,49.1,4.19,0.26,3.4,1.7,45.5,0.02,0.6,0.12,1.9,36.0,-0.1,99.7,11.0,15399.99962,7200.0,15600.0,600.0,3500.0,380.0,1429.9999999999998,3000.0,110.0,LTQCh,CPSm,False,54.30219,-122.69061,basaltic volcanic rocks
180.0,8.899999619,282.5,0.04,1.31,5.1,15.0,14.36,1.3,60.0,422.0,3.81,21.1,1.45,0.48,0.7,0.6,55.0,-0.02,0.1,-0.02,0.4,26.0,-0.1,91.1,3.0,3100.00002,9700.0,12000.0,200.0,1600.0,280.0,790.0,2800.0000000000005,60.0,TrJTk,TrJTk,True,54.0736,-123.0979,"mudstone, siltstone, shale fine clastic sedimentary rocks"
700.0,6.300000191,103.0,0.12,0.86,11.3,45.0,120.7,5.1,255.0,584.0,6.21,34.3,5.79,0.36,5.4,4.4,65.0,-0.02,0.7,0.1,1.1,62.0,-0.1,85.0,16.0,22100.00038,9900.0,23900.0,400.0,3800.0,340.0,1930.0,6000.0,270.0,TrJTk,TrJTk,True,53.83107,-122.45507,basaltic volcaniclastic rocks
1180.0,10.10000038,78.5,0.18,2.11,31.6,81.0,69.32,4.5,345.0,1073.0,6.38,91.7,9.37,0.98,8.5,4.0,56.5,0.06,1.7,0.2,1.4,92.0,-0.1,171.9,22.0,24700.00029,10900.0,56500.0,700.0000000000001,2900.0,240.0,6040.0,5800.0,160.0,KTpg,CPSm,False,54.4477,-122.94416,paragneiss metamorphic rocks
180.0,2.200000048,37.0,0.04,0.49,3.9,11.0,35.83,0.6,100.0,465.0,3.08,24.9,3.56,0.76,1.2,2.0,80.0,0.06,0.3,0.06,0.4,6.0,-0.1,120.9,3.0,3199.99993,14400.0,20800.0,200.0,1700.0000000000002,410.0,840.0,14000.0,90.0,TrJTk,TrJTk,True,53.58595,-122.90463,volcaniclastic rocks
380.0,4.800000191,122.3,0.11,1.06,10.3,94.0,58.48,3.7,275.0,570.0,3.55,118.8,9.56,0.82,7.8,1.9,45.9,0.04,1.8,0.19,1.5,48.0,-0.1,135.8,11.9,14700.00029,10300.0,18100.0,600.0,5200.0,320.0,1400.0000000000002,3700.0,170.0,TrJTk,TrJTk,True,54.45193,-123.24622,basaltic volcanic rocks
260.0,43.79999924,42.5,0.06,0.69,7.4,31.5,31.69,2.2,80.0,396.0,9.03,29.2,4.55,0.42,2.4,1.9,58.0,0.04,0.8,0.1,1.1,40.0,-0.1,124.1,4.5,7400.0001,11000.0,31900.0,400.0,2900.0,390.0,1540.0,9000.0,180.0,TrJTk,TrJTk,True,54.03638,-123.20523,volcaniclastic rocks
580.0,6.800000191,40.0,0.14,1.79,12.1,83.0,59.8,3.8,315.0,297.0,8.23,96.5,2.93,0.66,5.8,6.4,57.0,0.04,1.5,0.24,6.9,56.0,-0.1,108.1,12.5,16599.99967,14800.0,22300.0,700.0000000000001,5699.999999999999,350.00000000000006,940.0,14000.0,220.0,KTpg,CPSm,False,54.57346,-123.25442,paragneiss metamorphic rocks
200.0,6.199999809,237.5,-0.02,0.85,2.5,20.5,22.85,0.6,75.0,151.0,4.72,28.4,2.45,0.52,1.4,1.2,47.5,0.02,0.2,0.06,0.4,6.0,-0.1,208.4,1.5,3100.00002,11299.999999999998,4400.0,100.0,1100.0,320.0,840.0,3800.0,70.0,TrJTk,TrJTk,True,54.59092,-123.15873,basaltic volcanic rocks
220.0,4.900000095,121.5,0.1,0.42,9.6,65.5,38.42,2.2,145.0,324.0,2.73,66.2,7.56,0.68,11.9,1.3,59.0,0.06,4.9,0.2,1.7,44.0,0.2,112.4,8.0,7400.0001,13400.0,13899.999999999998,500.0,3000.0,600.0,850.0000000000001,2800.0000000000005,220.0,MTrCc,MTrCc,True,53.81231,-123.33276,"limestone, marble, calcareous sedimentary rocks"
920.0,3.0,147.0,0.08,0.94,7.8,80.5,54.06,4.7,350.0,216.0,0.97,45.0,2.62,0.4,5.3,2.7,32.5,-0.02,0.4,0.08,0.7,42.0,-0.1,77.6,11.0,25099.9999,6600.0,16299.999999999998,600.0,4800.0,310.0,1370.0,2400.0,370.0,TrJTk,TrJTk,True,53.54037,-122.07993,basaltic volcaniclastic rocks
320.0,5.5,100.5,0.08,1.09,8.6,38.5,55.94,2.5,125.0,169.0,3.86,46.4,5.9,1.4,3.4,2.9,67.5,0.06,0.7,0.1,1.1,40.0,-0.1,118.6,7.5,8700.00005,12800.0,19400.0,300.0,3400.0000000000005,260.0,610.0,8200.0,230.0,TrJTk,TrJTk,True,53.57009,-122.89907,volcaniclastic rocks
620.0,2.200000048,41.5,0.04,0.72,5.0,24.0,55.42,1.8,160.0,116.0,4.49,48.5,2.89,0.72,2.5,2.2,92.0,0.08,0.4,0.12,1.8,16.0,-0.1,78.5,14.5,9100.000259999999,13799.999999999998,9500.0,300.0,2500.0,230.0,730.0,10600.0,120.0,MTrCc,CPSm,False,54.14345,-123.89653,"mudstone, siltstone, shale fine clastic sedimentary rocks"
540.0,5.800000191,34.0,0.06,1.01,9.1,29.5,67.07,2.2,205.0,297.0,4.95,30.5,4.76,0.78,4.7,4.6,63.5,0.06,0.5,0.1,3.8,26.0,-0.1,76.3,7.0,8700.00005,19200.0,14400.0,-100.0,3000.0,300.0,890.0,8800.0,200.0,TrJTk,TrJTk,True,54.88095,-123.17692,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,4.300000191,23.0,0.04,0.94,11.2,53.5,64.98,1.5,180.0,95.0,2.79,70.9,2.9,0.82,4.8,3.3,35.5,0.04,0.3,0.1,0.8,26.0,-0.1,69.8,4.0,5500.000120000001,17800.0,10900.0,-100.0,3200.0,280.0,420.0,9600.0,130.0,TrJTk,TrJTk,True,54.90051,-123.0194,"mudstone, siltstone, shale fine clastic sedimentary rocks"
700.0,7.699999809,26.0,0.08,1.37,16.1,78.0,94.3,3.1,200.0,152.0,5.52,116.7,5.11,2.78,7.1,9.0,146.0,0.08,0.6,0.18,2.7,40.0,-0.1,111.5,9.5,11299.99995,18900.0,20600.0,300.0,5500.0,300.0,940.0,16400.0,130.0,TrJTk,TrJTk,True,54.94168,-123.21565,"mudstone, siltstone, shale fine clastic sedimentary rocks"
520.0,7.099999905,85.5,0.08,1.43,9.6,90.5,60.28,4.9,235.0,266.0,1.92,105.3,4.41,0.86,5.1,2.3,54.0,0.08,0.3,0.16,1.9,52.0,-0.1,125.2,12.0,20799.99924,8400.0,23300.0,900.0,5300.0,370.0,1780.0,4200.0,260.0,TrJTk,KTpg,False,54.58119,-123.55805,basaltic volcanic rocks
360.0,6.699999809,162.0,0.08,0.68,5.5,50.0,43.5,3.0,205.0,150.0,2.01,66.8,5.51,1.06,2.7,1.2,50.5,0.06,0.9,0.12,1.5,36.0,-0.1,111.6,11.0,12200.00029,9900.0,10500.0,500.0,3600.0,250.0,9800.0,2800.0000000000005,280.0,LTQCh,CPSm,False,53.65023,-122.98068,basaltic volcanic rocks
396.0,2.089999914,114.4,0.09,0.53,6.5,55.0,38.31,3.6,75.0,188.0,1.38,35.0,2.02,0.37,1.9,2.5,25.9,0.02,0.2,0.04,0.8,40.0,-0.1,61.9,8.8,21300.00114,4400.0,8800.0,500.0,2900.0,340.0,1150.0,3300.0,150.0,TrJTk,CPSm,False,53.69979,-122.47121,undivided sedimentary rocks
240.0,2.5,38.5,0.04,0.45,6.8,31.5,47.51,2.9,110.0,146.0,2.76,18.6,15.59,0.32,4.8,3.9,38.0,-0.02,0.6,0.08,0.8,34.0,-0.1,41.1,5.5,9700.00029,9400.0,12200.0,400.0,3200.0,330.0,560.0,6000.0,270.0,TrJTk,TrJTk,True,55.0949,-123.77983,calc-alkaline volcanic rocks
780.0,13.19999981,60.5,0.12,1.45,10.6,89.0,69.58,6.0,250.0,530.0,3.69,101.3,10.24,0.9,4.7,1.9,58.0,0.08,0.2,0.24,1.0,70.0,-0.1,210.9,12.5,23099.999429999996,8900.0,30600.0,1100.0,5800.0,350.00000000000006,1940.0,4800.0,220.0,KTpg,KTpg,True,54.61374,-123.5837,paragneiss metamorphic rocks
540.0,4.699999809,173.5,0.1,1.08,11.5,63.5,52.81,5.5,230.0,304.0,2.22,58.9,2.71,0.6,5.9,1.9,77.5,0.06,2.6,0.12,1.4,48.0,-0.1,138.5,15.5,21800.000669999998,13600.000000000002,21300.0,1000.0,5300.0,420.0,1040.0,3400.0000000000005,330.0,uTrJNc,TrJTk,False,53.2512,-122.56132,undivided sedimentary rocks
360.0,7.699999809,120.5,0.12,1.84,11.7,71.0,35.42,3.7,210.0,297.0,2.56,62.7,5.19,0.36,6.6,2.0,55.5,0.08,0.6,0.2,3.5,38.0,-0.1,97.6,9.5,13799.99995,12600.0,19300.0,300.0,5400.0,330.0,730.0,4800.0,320.0,KTpg,CPSm,False,54.68964,-123.13151,paragneiss metamorphic rocks
740.0,3.299999952,159.5,0.14,1.76,6.0,42.0,53.04,2.6,170.0,184.0,3.91,29.5,4.76,0.82,1.3,2.6,33.0,0.06,-0.1,0.1,1.9,36.0,-0.1,115.1,6.0,11799.99948,7300.0,6700.0,200.0,2200.0,240.0,1050.0,3200.0,60.0,TrJTk,CPSm,False,54.78007,-123.09478,basaltic volcanic rocks
280.0,4.300000191,182.5,0.14,0.56,12.7,115.0,30.86,4.5,160.0,338.0,1.92,51.7,5.95,0.36,3.5,0.9,35.5,0.04,1.4,0.14,1.4,48.0,-0.1,70.7,15.0,18600.00014,4800.0,22400.000000000004,900.0,5400.0,360.0,1310.0,1600.0,390.0,uTrJNc,CPSm,False,53.20381,-122.28827,basaltic volcanic rocks
1244.0,2.640000105,14.1,0.29,5.59,7.9,30.0,76.34,3.0,130.0,399.0,32.4,45.0,10.34,0.4,3.9,31.8,64.9,0.04,2.0,0.4,23.0,32.0,-0.1,141.5,9.4,9900.000100000001,18100.0,25500.0,500.0,2600.0,300.0,1120.0,25500.0,130.0,TrJTk,TrJTk,True,55.18324,-123.7535,limestone bioherm/reef
260.0,1.299999952,124.0,0.06,0.95,4.6,44.0,30.12,2.6,120.0,203.0,1.1,27.7,4.27,0.66,2.2,1.0,78.5,0.06,0.4,0.08,1.1,30.0,-0.1,41.5,9.0,10299.99971,16100.000000000002,10300.0,200.0,2700.0,210.0,760.0,2600.0,170.0,TrJTk,TrJTk,True,53.55716,-122.85953,volcaniclastic rocks
360.0,9.300000191,34.5,0.02,0.37,2.6,18.0,29.93,1.1,95.0,187.0,1.86,5.8,10.01,0.46,3.0,1.4,35.5,0.02,0.1,0.04,0.2,26.0,-0.1,30.7,4.0,5000.0,11200.000000000002,6800.000000000001,200.0,1400.0000000000002,270.0,450.0,5000.0,140.0,TrJTk,TrJTk,True,54.98706,-123.97795,calc-alkaline volcanic rocks
