Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM,Actual_Strat,Pred_Strat,Is_Equal,LAT,LONG,rock_type
520.0,4.5,19.0,0.08,2.57,6.9,30.0,56.95,2.1,155.0,124.0,13.18,35.0,4.77,0.52,4.4,11.7,37.0,0.04,0.5,0.14,3.5,20.0,0.1,86.7,9.0,8000.000120000001,20400.0,14600.0,-100.0,2400.0,260.0,470.0,13799.999999999998,130.0,CPSm,TrJTk,False,54.80007,-122.93873,basaltic volcanic rocks
420.0,10.10000038,427.5,0.12,0.9,19.6,75.5,46.93,3.7,255.0,3015.0,1.85,79.8,3.7,0.96,7.4,2.0,46.0,0.06,1.9,0.12,1.0,68.0,-0.1,101.1,13.0,13700.00005,11900.0,75600.0,600.0,5400.0,290.0,3940.0,3800.0,140.0,TrJTk,TrJTk,True,54.44045,-123.92311,"mudstone, siltstone, shale fine clastic sedimentary rocks"
660.0,7.599999905,20.5,0.04,1.0,3.0,25.0,42.58,1.0,175.0,168.0,3.49,36.8,4.07,0.58,1.9,4.4,38.5,-0.02,0.3,0.06,0.9,10.0,-0.1,60.8,4.5,5000.0,13700.000000000002,15000.0,300.0,2400.0,500.0,400.0,17000.0,120.0,TrJTk,TrJTk,True,55.06551,-124.59065,volcaniclastic rocks
1562.0,3.299999952,69.0,0.15,2.24,5.9,40.0,55.12,2.6,295.0,219.0,7.7,36.4,7.04,0.5,1.4,4.4,47.5,0.04,0.2,0.2,2.8,46.0,-0.1,127.8,10.0,17100.00038,11900.0,14100.0,400.0,2300.0,210.0,3170.0,4000.0,60.0,TrJTk,KTpg,False,54.83413,-123.18109,basaltic volcanic rocks
428.0,6.900000095,88.5,0.09,0.79,9.8,72.5,48.0,3.9,235.0,647.0,2.04,81.3,8.05,0.54,8.2,2.5,35.5,0.06,1.8,0.18,1.2,60.0,-0.1,97.0,10.5,12200.00029,4600.0,26800.0,600.0,5200.0,310.0,2060.0,5200.0,290.0,KTpg,KTpg,True,54.58185,-123.42891,paragneiss metamorphic rocks
280.0,6.199999809,20.5,0.04,1.04,4.9,95.0,30.9,2.9,80.0,128.0,9.05,14.1,13.26,0.86,3.0,20.3,52.5,-0.02,0.4,0.08,5.3,32.0,-0.1,68.3,6.5,10199.99981,13799.999999999998,9300.0,400.0,2900.0,330.0,650.0,7600.0,230.0,TrJTk,TrJTk,True,55.09462,-123.66132,calc-alkaline volcanic rocks
420.0,10.39999962,235.5,0.1,0.73,9.0,69.0,47.27,3.4,120.0,365.0,1.97,79.7,5.51,0.44,2.4,1.4,45.5,0.06,0.2,0.1,1.7,44.0,-0.1,120.2,13.5,16200.00005,6500.0,19400.0,600.0,4500.0,280.0,1400.0000000000002,3600.0,160.0,MTrCc,TrJTk,False,54.231,-123.68282,"limestone, marble, calcareous sedimentary rocks"
335.0,5.199999809,45.0,0.07,0.78,10.2,108.0,48.67,3.2,155.0,367.0,1.93,188.8,4.56,0.56,4.9,2.3,45.5,0.04,0.8,0.08,1.7,42.0,-0.1,89.8,10.0,15800.00043,11600.0,20700.0,500.0,9100.0,270.0,1710.0000000000002,6000.0,180.0,TrJTk,TrJTk,True,54.40071,-123.43493,"mudstone, siltstone, shale fine clastic sedimentary rocks"
535.0,3.700000048,278.2,0.11,1.31,8.3,57.2,50.53,5.7,300.0,242.0,1.71,64.6,8.2,0.68,3.3,1.9,62.6,0.02,1.2,0.13,1.3,48.0,-0.1,177.9,13.4,25499.999519999998,9600.0,18900.0,900.0,4300.0,310.0,2610.0,3000.0,70.0,TrJTk,TrJTk,True,54.16257,-122.89236,"mudstone, siltstone, shale fine clastic sedimentary rocks"
540.0,8.899999619,92.5,0.08,1.9,11.5,86.0,68.85,4.4,310.0,417.0,4.3,102.4,6.98,1.0,6.3,2.9,67.0,0.08,0.4,0.22,2.1,42.0,-0.1,133.7,13.0,17000.00048,10100.0,19500.0,800.0,5400.0,380.0,1490.0,4400.0,320.0,KTpg,KTpg,True,54.56612,-123.45355,paragneiss metamorphic rocks
220.0,12.69999981,15.5,0.1,0.49,12.5,64.5,49.03,5.8,95.0,342.0,6.87,35.0,13.99,0.5,11.0,5.8,61.0,0.04,2.5,0.14,4.3,72.0,-0.1,79.6,7.5,15700.00052,13799.999999999998,31500.0,1600.0,8600.0,480.0,920.0,18000.0,560.0,TrJTk,TrJTk,True,55.06867,-123.58867,calc-alkaline volcanic rocks
320.0,1.700000048,122.0,-0.02,0.62,3.2,12.5,16.39,0.7,45.0,157.0,1.03,9.6,2.58,0.2,0.4,0.8,23.0,-0.02,-0.1,0.02,0.3,12.0,-0.1,77.7,2.0,4199.999870000001,4500.0,2500.0,-100.0,500.0,280.0,1200.0,2000.0,50.0,KTpg,CPSm,False,54.87113,-123.30712,paragneiss metamorphic rocks
120.0,122.9000015,138.5,0.06,0.65,6.9,43.5,23.97,2.1,45.0,3859.0,23.94,24.6,7.27,0.8,3.0,2.5,146.0,0.04,1.1,0.06,1.3,44.0,-0.1,78.6,6.0,5500.000120000001,58500.0,24300.0,400.0,2600.0,330.0,1060.0,6000.0,140.0,TrJTk,TrJTk,True,54.03797,-123.12709,volcaniclastic rocks
160.0,6.800000191,31.5,-0.02,0.61,4.3,62.0,19.4,1.2,100.0,141.0,3.36,51.7,5.742047493403704,0.38,1.9,8.1,54.5,-0.02,0.3,-0.02,1.9,10.0,-0.1,64.1,4.0,4900.0001,11700.0,6300.0,200.0,2900.0,270.0,620.0,9200.0,60.0,TrJTk,TrJTk,True,54.33598,-123.35924,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,3.099999905,143.5,0.06,0.93,3.9,38.0,35.6,2.1,130.0,96.0,1.67,44.2,4.64,0.48,0.6,1.2,37.5,0.02,0.3,0.06,0.8,26.0,0.2,87.8,6.5,9399.99998,5900.0,6600.0,500.0,2400.0,340.0,920.0,3800.0,50.0,TrJTk,TrJTk,True,54.24376,-122.67741,basaltic volcanic rocks
180.0,5.0,105.0,0.06,0.31,5.2,46.5,34.37,1.7,115.0,1674.0,3.32,61.4,1.45,0.6,2.4,1.5,21.5,0.02,0.7,0.04,0.8,26.0,-0.1,52.3,4.5,5799.99983,7200.0,23200.0,400.0,3200.0,310.0,3960.0,7200.0,70.0,TrJTk,TrJTk,True,54.42864,-123.8548,"mudstone, siltstone, shale fine clastic sedimentary rocks"
660.0,9.399999619,24.5,0.12,1.51,10.8,44.5,77.41,3.1,150.0,217.0,9.73,44.4,8.23,0.98,5.5,6.5,51.0,0.06,0.7,0.12,2.0,40.0,-0.1,153.8,9.0,10800.00043,14900.0,23100.0,300.0,3500.0,280.0,930.0,15200.0,120.0,TrJTk,TrJTk,True,54.94942,-123.18658,"mudstone, siltstone, shale fine clastic sedimentary rocks"
1540.0,15.19999981,46.5,0.18,5.56,9.5,57.0,47.19,2.4,125.0,147.0,2.93,43.4,12.75,0.96,4.6,20.9,55.0,0.08,0.9,0.14,6.4,24.0,-0.1,259.1,7.0,9399.99998,16100.000000000002,17400.0,400.0,2600.0,270.0,1230.0,7600.0,90.0,TrJTk,TrJTk,True,54.98179,-123.22954,basaltic volcanic rocks
140.0,1.299999952,54.0,-0.02,0.29,1.5,14.5,17.0,0.4,110.0,98.0,3.47,17.9,5.742047493403704,0.34,1.4,1.6,94.0,-0.02,0.3,-0.02,0.7,10.0,-0.1,71.7,1.0,1899.99998,18900.0,2300.0,200.0,1400.0000000000002,240.0,600.0,6300.0,50.0,CPSm,TrJTk,False,53.83827,-122.20049,basaltic volcanic rocks
340.0,4.300000191,191.5,0.08,0.42,6.6,98.5,47.2,2.8,115.0,241.0,1.9,59.2,4.37,0.7,2.7,1.7,65.5,0.06,0.4,0.08,1.8,32.0,-0.1,82.7,15.0,12400.0001,8700.0,13100.0,500.0,3500.0,270.0,1130.0,4000.0,190.0,MTrCc,TrJTk,False,54.14464,-123.85908,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,7.300000191,159.5,0.14,0.56,16.3,76.0,59.17,8.0,20.0,543.0,2.62,77.0,4.86,0.22,10.2,1.4,48.0,0.02,2.9,0.16,0.9,114.0,-0.1,169.0,17.5,29300.000669999998,11399.999999999998,34600.0,400.0,8400.0,440.0,1270.0,1800.0,1120.0,MTrCc,TrJTk,False,53.72625,-123.18001,mudstone/laminite fine clastic sedimentary rocks
521.0,7.300000191,22.0,0.16,0.98,11.0,49.0,68.78,4.5,150.0,221.0,3.66,61.1,6.76,0.68,3.3,2.5,62.5,0.04,0.6,0.12,1.4,52.0,-0.1,156.5,10.0,14500.000479999999,16800.0,26000.0,700.0000000000001,5000.0,360.0,1300.0,15600.0,120.0,MTrCc,TrJTk,False,54.28947,-123.76103,"limestone, marble, calcareous sedimentary rocks"
240.0,3.299999952,67.5,0.02,1.09,2.1,12.0,27.27,0.4,215.0,107.0,2.49,18.7,2.94,0.5,1.0,0.9,70.5,0.02,0.3,0.06,2.1,6.0,-0.1,65.2,4.0,5500.000120000001,14300.0,2100.0,100.0,1500.0,310.0,840.0,4000.0,40.0,TrJTk,TrJTk,True,54.8016,-123.89769,calc-alkaline volcanic rocks
780.0,6.0,166.5,0.12,1.54,8.4,29.5,65.05,5.2,165.0,462.0,5.57,36.7,7.26,0.66,3.3,1.4,71.0,0.04,1.0,0.14,0.7,42.0,-0.1,348.6,12.0,19600.00038,9500.0,23400.0,1200.0,3300.0,350.00000000000006,2910.0,5600.000000000001,60.0,MTrCc,CPSm,False,54.00772,-123.6081,basaltic volcanic rocks
480.0,5.199999809,22.5,0.08,0.96,10.1,73.0,79.6,3.7,355.0,249.0,5.39,116.0,3.9,0.98,5.6,3.9,65.5,0.06,2.6,0.1,5.5,38.0,-0.1,109.8,10.5,14099.999670000001,12800.0,19700.0,700.0000000000001,4500.0,350.00000000000006,1170.0,10600.0,260.0,MTrCc,TrJTk,False,53.4204,-123.02271,basaltic volcanic rocks
700.0,10.39999962,28.0,0.16,1.9,12.7,42.0,50.61,2.3,115.0,673.0,3.99,37.2,13.71,0.8,6.5,13.1,47.5,0.08,2.2,0.16,3.3,26.0,-0.1,111.0,6.0,8199.99993,15600.0,20500.0,300.0,3200.0,280.0,850.0000000000001,12400.0,160.0,TrJTk,TrJTk,True,55.05337,-123.21375,basaltic volcanic rocks
180.0,2.200000048,35.5,0.02,0.31,2.8,17.5,34.6,0.8,110.0,277.0,10.11,60.9,5.742047493403704,0.56,1.6,3.4,84.5,-0.02,0.4,0.04,1.2,10.0,-0.1,49.0,2.5,3100.00002,14900.0,5000.0,200.0,2300.0,490.0,530.0,12600.0,80.0,MTrCc,TrJTk,False,53.66977,-123.1988,basaltic volcanic rocks
300.0,3.599999905,224.5,0.1,0.25,7.4,41.5,37.31,6.2,80.0,294.0,0.92,27.4,8.49,0.4,7.4,0.9,79.0,0.02,2.7,0.12,4.2,48.0,-0.1,55.9,17.0,19199.99957,14200.0,19800.0,500.0,4200.0,420.0,1070.0,1000.0,190.0,MTrCc,CPSm,False,53.91742,-123.54404,basaltic volcanic rocks
280.0,7.0,369.0,0.16,0.85,16.3,62.0,31.65,6.2,135.0,493.0,1.3,59.0,14.22,0.56,6.6,2.0,34.0,0.06,4.6,0.2,1.1,46.0,-0.1,131.7,19.0,17999.99952,7900.0,50900.0,500.0,7900.0,370.0,1190.0,1000.0,190.0,KTpg,TrJTk,False,54.6169,-122.72343,paragneiss metamorphic rocks
380.0,1.899999976,147.0,0.02,1.26,4.4,27.5,24.67,1.3,120.0,199.0,1.31,48.8,0.96,0.4,2.5,1.0,51.5,0.04,0.3,0.08,0.5,-2.0,-0.1,92.0,5.0,6399.99986,9500.0,7600.0,300.0,1700.0000000000002,240.0,530.0,3000.0,90.0,TrJTk,TrJTk,True,54.59337,-123.63556,basaltic volcanic rocks
540.0,9.0,42.5,0.14,1.02,8.6,46.5,69.07,3.8,215.0,473.0,4.05,66.7,5.68,1.84,4.1,2.1,47.5,0.1,0.3,0.18,1.0,40.0,-0.1,125.7,12.0,16299.99995,11700.0,20000.0,800.0,3900.0,250.0,1270.0,8200.0,170.0,MTrCc,CPSm,False,54.33571,-123.92379,"limestone, marble, calcareous sedimentary rocks"
837.0,11.5,107.5,0.07,1.84,22.8,133.5,72.36,5.7,320.0,671.0,4.54,247.3,6.94,1.0,5.6,4.1,63.0,0.04,0.6,0.24,1.7,76.0,-0.1,252.3,25.5,29000.00095,11500.0,45700.0,400.0,6100.0,230.0,5570.000000000001,3600.0,120.0,KTpg,KTpg,True,54.56336,-123.43875,paragneiss metamorphic rocks
200.0,15.0,250.0,0.1,0.51,12.9,63.5,38.47,4.3,85.0,598.0,2.91,42.1,7.54,0.42,5.1,1.0,62.0,0.06,1.2,0.1,0.7,68.0,-0.1,110.0,9.0,12500.0,9700.0,32200.000000000004,800.0,6100.0,560.0,1240.0,3800.0,460.0,TrJTk,TrJTk,True,54.02598,-123.20935,volcaniclastic rocks
60.0,7.900000095,140.5,-0.02,0.38,3.9,15.5,8.78,0.3,45.0,180.0,4.01,14.7,3.17,0.22,0.8,1.0,67.0,0.02,0.4,-0.02,0.5,6.0,-0.1,153.6,1.0,1599.99996,17400.0,7900.0,100.0,1300.0,300.0,630.0,5800.0,40.0,TrJTk,TrJTk,True,54.00347,-123.08097,volcaniclastic rocks
242.0,4.699999809,54.0,0.05,0.85,5.7,37.5,29.29,1.8,85.0,461.0,3.44,46.6,4.56,0.36,1.7,2.4,47.5,0.02,0.5,0.1,0.8,36.0,-0.1,137.0,3.5,5699.99993,12800.0,22300.0,600.0,3000.0,320.0,1170.0,8000.0,110.0,TrJTk,TrJTk,True,54.49211,-123.69254,"mudstone, siltstone, shale fine clastic sedimentary rocks"
1100.0,6.099999905,34.5,0.12,1.5,10.3,48.0,101.3,4.7,230.0,291.0,4.72,35.1,10.23,0.98,1.6,3.2,46.5,0.04,0.5,0.2,1.2,74.0,-0.1,144.2,10.5,20199.999809999998,10000.0,17500.0,700.0000000000001,3700.0,350.00000000000006,2710.0,6800.000000000001,70.0,TrJTk,TrJTk,True,55.01996,-123.65032,calc-alkaline volcanic rocks
1580.0,18.29999924,48.0,0.2,6.31,10.7,55.5,50.18,2.5,120.0,149.0,3.6,46.4,14.26,1.0,4.9,22.0,55.5,0.08,1.0,0.14,6.5,26.0,-0.1,259.0,7.0,9700.00029,16200.000000000002,18100.0,400.0,2700.0,270.0,1200.0,7900.0,90.0,TrJTk,TrJTk,True,54.98179,-123.22954,basaltic volcanic rocks
260.0,17.39999962,18.0,0.04,1.58,6.4,81.5,42.41,1.9,180.0,261.0,9.25,80.6,4.2,1.16,4.2,6.0,32.5,-0.02,2.6,0.18,2.3,34.0,-0.1,58.4,5.5,4799.99989,8700.0,15800.0,300.0,2500.0,350.00000000000006,630.0,15600.0,100.0,KTpg,CPSm,False,54.55954,-123.24247,paragneiss metamorphic rocks
300.0,3.299999952,46.5,-0.02,0.43,2.2,28.0,52.48,0.5,205.0,40.0,1.86,7.5,3.14,0.73,2.3,0.7,21.0,-0.02,-0.1,0.04,0.4,16.0,-0.1,26.5,4.0,4499.99988,6700.0,2900.0,100.0,1000.0,400.0,280.0,5400.0,70.0,TrJTk,TrJTk,True,54.95892,-123.91133,calc-alkaline volcanic rocks
200.0,1.600000024,268.5,-0.02,0.4,1.0,17.5,10.81,0.2,20.0,372.0,2.91,13.0,22.72,0.2,1.8,3.7,504.5,0.22,0.2,0.02,2.5,-2.0,-0.1,16.4,1.0,599.99999,100000.0,4100.0,-100.0,3800.0,220.0,70.0,2400.0,20.0,TrJTk,TrJTk,True,55.11784,-123.17991,basaltic volcanic rocks
220.0,6.900000095,21.0,0.06,1.24,4.6,29.0,29.3,1.2,90.0,242.0,4.9,17.4,3.77,1.92,2.4,19.3,74.0,0.04,0.3,0.06,3.0,12.0,-0.1,101.3,2.0,4099.99996,25500.0,13600.000000000002,100.0,1700.0000000000002,270.0,790.0,18000.0,140.0,TrJTk,TrJTk,True,54.9177,-123.09014,"mudstone, siltstone, shale fine clastic sedimentary rocks"
820.0,4.599999905,185.5,0.1,1.28,8.3,39.5,43.75,1.9,260.0,290.0,2.88,24.5,9.01,0.38,1.7,0.9,56.0,0.06,0.7,0.1,8.4,44.0,-0.1,126.5,30.0,34700.000289999996,8600.0,11299.999999999998,300.0,1600.0,480.0,1820.0,3600.0,120.0,KTpg,KTpg,True,54.84641,-123.57533,paragneiss metamorphic rocks
620.0,12.19999981,21.5,0.06,2.18,4.0,23.0,125.6,0.7,420.0,77.0,10.01,33.2,3.34,2.5,2.7,4.8,26.5,0.04,0.5,0.2,4.0,20.0,-0.1,67.7,16.0,4799.99989,11800.0,13799.999999999998,100.0,1200.0,310.0,280.0,15000.0,80.0,TrJTk,TrJTk,True,55.06357,-124.672,undivided sedimentary rocks
874.0,20.0,60.5,0.15,1.12,23.1,70.0,100.4,6.5,230.0,949.0,3.78,84.2,7.95,0.64,7.0,3.5,51.5,0.06,1.1,0.2,1.3,100.0,-0.1,182.8,18.5,21500.00095,6100.0,48300.0,800.0,5800.0,330.0,3890.0,6400.0,320.0,KTpg,CPSm,False,54.67384,-123.3468,paragneiss metamorphic rocks
480.0,7.0,155.5,0.08,0.98,7.5,60.5,51.7,3.5,205.0,179.0,1.53,80.0,1.88,0.46,4.5,2.2,51.5,0.06,0.5,0.06,1.7,30.0,-0.1,94.5,10.5,12799.99971,7700.0,15200.0,700.0000000000001,4800.0,300.0,709.9999999999999,3800.0,240.0,TrJTk,TrJTk,True,54.5483,-123.75624,"mudstone, siltstone, shale fine clastic sedimentary rocks"
400.0,4.699999809,142.5,0.04,1.16,5.7,28.0,40.52,0.9,140.0,86.0,2.51,20.7,5.27,0.62,0.3,1.0,39.0,0.04,-0.1,0.08,0.6,20.0,-0.1,101.4,4.5,6299.99995,4400.0,2300.0,200.0,700.0000000000001,270.0,930.0,2800.0000000000005,30.0,KTpg,KTpg,True,54.76316,-123.55806,paragneiss metamorphic rocks
80.0,3.5,40.5,-0.02,0.32,3.6,10.5,15.71,0.6,45.0,861.0,4.22,17.5,1.54,0.24,0.7,0.7,102.0,0.04,0.3,0.04,2.0,12.0,-0.1,99.2,1.0,1899.99998,19800.0,6400.0,200.0,3200.0,370.0,1019.9999999999999,12200.0,70.0,MTrCc,MTrCc,True,53.50628,-123.14948,basaltic volcanic rocks
160.0,5.0,26.5,0.04,0.91,2.9,47.0,23.84,1.3,35.0,176.0,4.9,16.0,3.06,0.68,1.7,3.8,29.0,0.04,0.2,0.08,2.7,22.0,-0.1,116.0,2.5,3899.9998600000004,16900.0,5800.0,200.0,1200.0,280.0,590.0,10600.0,160.0,TrJTk,TrJTk,True,55.0314,-123.08492,"mudstone, siltstone, shale fine clastic sedimentary rocks"
880.0,5.900000095,347.0,0.12,2.17,10.4,85.0,54.03,5.2,370.0,217.0,2.12,104.5,7.8,0.58,2.0,2.1,47.0,0.06,0.3,0.18,1.6,54.0,-0.1,152.6,15.5,23299.99924,7600.0,19900.0,400.0,5300.0,310.0,2570.0,2200.0,150.0,CPSm,CPSm,True,54.55575,-122.80102,basaltic volcanic rocks
660.0,6.199999809,54.5,0.06,1.78,8.1,24.5,77.44,2.6,280.0,237.0,3.17,24.7,5.75,1.18,5.3,7.8,75.0,0.06,0.3,0.08,3.7,30.0,-0.1,85.9,9.5,9300.00007,22400.000000000004,13000.0,100.0,2900.0,320.0,660.0,6800.000000000001,150.0,TrJTk,TrJTk,True,54.92014,-123.1582,"mudstone, siltstone, shale fine clastic sedimentary rocks"
340.0,3.900000095,234.0,0.06,1.2,8.0,78.0,50.09,2.5,190.0,251.0,2.84,137.8,1.65,0.9,2.6,2.4,63.0,0.04,1.1,0.1,1.1,32.0,-0.1,133.0,6.0,9399.99998,12800.0,13100.0,500.0,5900.0,290.0,970.0,6000.0,90.0,TrJTk,TrJTk,True,54.47165,-123.60843,"mudstone, siltstone, shale fine clastic sedimentary rocks"
560.0,2.200000048,148.5,0.04,0.51,5.2,36.0,17.0,3.3,135.0,184.0,0.93,23.5,5.7,0.3,0.7,1.3,37.0,-0.02,0.3,0.06,0.6,16.0,-0.1,42.5,9.0,10700.00052,7000.0,7800.0,400.0,2300.0,370.0,859.9999999999999,2400.0,40.0,KTpg,TrJTk,False,54.28313,-122.52076,paragneiss metamorphic rocks
180.0,7.800000191,55.5,0.06,0.74,10.7,103.0,48.46,3.1,150.0,357.0,4.44,124.6,7.07,0.54,11.1,2.6,38.0,0.02,2.6,0.14,1.3,36.0,-0.1,93.6,8.0,10099.9999,9800.0,19800.0,700.0000000000001,6400.0,300.0,560.0,5200.0,340.0,TrJTk,TrJTk,True,54.4276,-123.27346,basaltic volcanic rocks
340.0,4.300000191,60.0,0.02,0.34,2.2,19.0,59.35,0.6,115.0,79.0,3.16,12.0,2.95,0.5,2.1,1.4,25.0,-0.02,0.1,0.06,0.7,18.0,-0.1,32.5,6.5,4300.00007,7000.0,4300.0,100.0,900.0,470.0,280.0,6200.0,70.0,TrJTk,TrJTk,True,55.00521,-124.23283,volcaniclastic rocks
290.0,5.099999905,158.0,0.06,0.77,4.0,29.0,26.93,1.9,60.0,186.0,3.43,24.6,4.41,0.4,0.3,0.5,45.0,0.06,-0.1,0.04,0.3,28.0,-0.1,165.2,6.0,8500.00024,3800.0,5500.0,500.0,1500.0,240.0,1150.0,1800.0,60.0,LTQCh,LTQCh,True,54.0485,-123.68109,basaltic volcanic rocks
460.0,18.89999962,13.5,0.12,1.39,9.3,75.0,101.8,2.0,225.0,450.0,7.19,33.5,6.43,1.04,3.2,8.2,42.5,0.04,0.6,0.1,1.6,34.0,-0.1,87.1,5.5,8399.999740000001,12900.0,39000.0,500.0,3400.0000000000005,470.0,760.0,30400.0,210.0,TrJTk,TrJTk,True,55.07874,-124.5823,volcaniclastic rocks
180.0,3.5,48.5,0.04,0.3,8.1,32.0,33.67,1.9,65.0,154.0,5.49,48.1,3.24,0.5,2.0,1.3,41.5,0.04,0.3,0.06,1.0,50.0,-0.1,115.0,4.0,5500.000120000001,15200.0,8400.0,400.0,3200.0,410.0,850.0000000000001,7600.0,350.00000000000006,MTrCc,MTrCc,True,53.48507,-123.59517,basaltic volcanic rocks
240.0,2.599999905,211.5,0.06,0.65,5.5,29.0,36.16,2.1,85.0,475.0,1.98,36.6,1.27,0.5,1.6,1.6,26.0,0.02,0.6,0.04,0.8,26.0,-0.1,97.8,6.0,7300.00019,13300.0,13700.000000000002,500.0,3200.0,290.0,910.0,6400.0,80.0,MTrCc,CPSm,False,54.41706,-124.11533,"limestone, marble, calcareous sedimentary rocks"
660.0,6.599999905,158.5,0.08,0.14,11.4,85.0,49.83,4.9,215.0,294.0,0.47,27.0,6.07,0.34,1.9,0.4,33.5,0.02,0.1,0.12,1.1,66.0,-0.1,52.8,12.5,25299.99971,6000.0,20500.0,400.0,8300.0,320.0,1320.0,1000.0,140.0,TrJTk,CPSm,False,55.0017,-123.90487,calc-alkaline volcanic rocks
420.0,4.199999809,24.0,0.06,1.49,8.2,51.5,45.36,3.2,105.0,150.0,6.91,23.5,9.02,0.62,3.7,10.0,48.0,0.02,0.9,0.12,5.6,36.0,-0.1,86.9,6.0,10800.00043,13899.999999999998,14700.0,600.0,3800.0,330.0,970.0,7400.0,240.0,TrJTk,TrJTk,True,55.14124,-123.70144,calc-alkaline volcanic rocks
80.0,23.29999924,16.5,0.02,0.52,2.4,15.5,8.95,0.5,25.0,121.0,40.85,12.7,2.63,0.18,1.1,0.7,110.5,0.06,0.2,0.04,4.3,4.0,-0.1,62.5,1.5,2199.99999,14900.0,23500.0,200.0,2300.0,330.0,500.0,30400.0,140.0,TrJTk,TrJTk,True,54.68106,-123.68686,basaltic volcanic rocks
240.0,12.39999962,31.5,0.06,0.74,9.5,81.0,42.95,2.1,105.0,382.0,4.69,106.8,4.72,0.64,2.8,1.9,50.0,0.06,0.4,0.08,0.9,24.0,-0.1,99.8,5.5,7500.0,12400.0,15400.0,500.0,6100.0,310.0,690.0000000000001,9000.0,240.0,TrJTk,TrJTk,True,54.46739,-123.90878,"mudstone, siltstone, shale fine clastic sedimentary rocks"
10.0,18.60000038,204.0,0.04,0.34,6.6,105.5,14.77,2.8,40.0,351.0,7.04,24.9,5.77,0.58,2.7,2.8,52.5,0.02,1.0,0.06,1.4,34.0,-0.1,59.6,6.5,7200.000290000001,14300.0,14300.0,600.0,3700.0,470.0,600.0,3200.0,300.0,TrJTk,TrJTk,True,54.03162,-123.09202,volcaniclastic rocks
440.0,6.699999809,102.0,0.12,0.75,17.1,72.5,59.08,4.8,145.0,571.0,2.76,47.8,5.58,0.76,8.4,4.6,67.0,0.02,1.8,0.08,1.1,58.0,-0.1,110.2,10.0,19500.00048,9900.0,23900.0,500.0,6000.0,340.0,1040.0,7000.0,500.0,TrJTk,TrJTk,True,53.78723,-122.17684,basaltic volcaniclastic rocks
260.0,18.39999962,72.5,0.18,0.7,4.9,40.0,31.57,1.3,75.0,260.0,5.86,30.6,2.1,5.78,1.3,1.6,38.5,0.04,1.0,0.04,1.6,28.0,0.1,101.4,3.5,3300.00013,22100.0,31300.0,-100.0,2100.0,350.00000000000006,1780.0,3800.0,150.0,MTrCc,uTrJNc,False,53.78951,-123.30149,"limestone, marble, calcareous sedimentary rocks"
360.0,7.099999905,357.0,0.12,0.68,9.7,56.0,38.69,5.7,120.0,279.0,1.68,62.6,9.1,0.34,3.5,1.1,29.0,0.04,1.1,0.14,1.1,44.0,-0.1,109.3,16.0,18600.00014,5699.999999999999,27000.0,400.0,6000.0,300.0,1190.0,1200.0,180.0,CPSm,TrJTk,False,54.52449,-122.69031,basaltic volcanic rocks
580.0,5.900000095,15.0,0.1,1.45,11.1,70.5,69.07,3.4,305.0,281.0,5.61,117.7,7.98,0.9,10.7,3.1,57.0,0.06,2.4,0.2,2.0,34.0,-0.1,194.0,7.0,14700.00029,15500.0,35800.0,700.0000000000001,5100.0,240.0,1019.9999999999999,29000.0,150.0,TrJTk,CPSm,False,54.45982,-123.00628,basaltic volcanic rocks
220.0,9.100000381,133.5,0.06,0.73,7.5,45.5,27.0,1.5,115.0,267.0,3.53,66.6,5.43,0.4,1.7,0.8,56.0,0.02,0.3,0.04,1.2,28.0,-0.1,96.7,5.0,6399.99986,10800.0,15700.0,300.0,3800.0,370.0,760.0,4800.0,130.0,TrJTk,TrJTk,True,54.63245,-123.83469,basaltic volcanic rocks
502.0,6.5,89.0,0.07,1.11,9.4,99.0,63.19,3.8,340.0,181.0,2.64,146.9,5.28,0.62,5.1,3.5,56.5,0.04,0.5,0.16,1.6,52.0,-0.1,110.8,13.0,13099.99943,7300.0,13300.0,700.0000000000001,6200.0,320.0,780.0,6000.0,180.0,TrJTk,TrJTk,True,54.492,-123.44683,basaltic volcanic rocks
1080.0,7.900000095,11.0,0.1,1.49,8.4,30.0,81.95,3.5,215.0,1823.0,5.58,38.1,9.8,1.2,7.0,20.7,94.0,0.04,4.4,0.16,12.0,32.0,-0.1,93.6,8.0,12899.99962,13300.0,27100.0,500.0,3900.0,320.0,869.9999999999999,26200.0,150.0,TrJTk,TrJTk,True,55.19766,-123.85168,calc-alkaline volcanic rocks
